Par,Vassom,År,Akvakultur,Jordbruk,Avløp,Industri,Bebygd,Bakgrunn
p,183,1999,11.373,0.0,0.390839,0.0,0.0,0.0004629471598443
p,183,2000,0.0,0.0,0.36153,0.0,0.0,0.0004629455496459
p,183,2001,0.0,0.0,0.3453338,0.0,0.0,0.0004629448931803
p,183,2002,0.0,0.0,0.31188,0.0,0.0,0.0004629448931803
p,183,2003,0.0,0.0,0.31188,0.0,0.0,0.0004629448931803
p,183,2004,0.0,0.0,1.6648800000000001,0.0,0.0,0.0004629448931803
p,183,2005,0.0,0.0,0.31188,0.0,0.0,0.0004629448931803
p,183,2006,0.0,0.0,0.3407158,0.0,0.0,0.0004629448931803
p,183,2007,0.0,0.0,0.3407158,0.0,0.0,0.0004629448931803
p,183,2008,0.0,0.0,0.3407158,0.0,0.0,0.0004629448931803
p,183,2009,0.0,0.0,0.3407158,0.0,0.0,0.0004629448931803
p,183,2010,0.0,0.0,0.3312858,0.0,0.0,0.0004629448931803
p,183,2011,0.0,0.0,0.3407158,0.0,0.0,0.0004629448931803
p,183,2012,0.0,0.0,0.3312858,0.0,0.0,0.0004629448931803
p,183,2013,0.0,0.0,0.3407158,0.0,0.0,0.0004629448931803
p,183,2014,0.0,0.0,0.08488,0.0,0.0,0.0004629448931803
p,183,2015,0.0,0.0,0.08488,0.0,0.0,0.0004629448931803
p,183,2016,0.0,0.0,0.08488,0.0,0.0,0.0004629448931803
p,183,2017,0.0,0.0,0.08488,0.0,0.0,0.0004629448931803
p,183,2018,0.0,0.0,0.0849,0.0,0.0,0.0004629448931803
p,183,2019,0.0,0.0,0.08488,0.0,0.0,0.0004629448931803
p,183,2020,0.0,0.0,0.08488,0.0,0.0,0.0004629448931803
p,183,2021,0.0,0.0,0.08488,0.0,0.0,0.0004629448931803
p,183,2022,0.0,0.0,0.08488,0.0,0.0,0.0004629448931803
p,184,1990,0.0,0.034,0.181,0.0,0.0,0.378
p,184,1991,0.0,0.034,0.181,0.0,0.0,0.337
p,184,1992,0.0,0.034,0.181,0.0,0.0,0.373
p,184,1993,0.0,0.034,0.217,0.0,0.0,0.328
p,184,1994,0.0,0.034,0.213,0.0,0.0,0.368
p,184,1995,0.0,0.034,0.176,0.0,0.0,0.497
p,184,1996,0.0,0.0340721374979624,3.539572159109943,0.0,0.0,0.124684250045299
p,184,1997,0.0,0.0340721374979624,3.5412807943486557,0.0,0.0,0.1268422183867255
p,184,1998,0.0,0.0340721374979624,0.174296559356458,0.0,0.0,0.1070694683981793
p,184,1999,0.0,0.0340721374979624,0.2211885271021041,0.0,0.0,0.104794138897149
p,184,2000,0.0,0.0340721374979624,0.1982586421985849,0.0,0.0,0.1184067913077659
p,184,2001,1.938382622,0.0852361681509761,0.1982607563499202,0.0,0.0,0.0944944432978701
p,184,2002,8.369479575000002,0.0852361681509761,2.7975775420200057,0.0,0.0,0.1045233749415684
p,184,2003,4.127859348015718,0.0846865864981135,3.6115373650015,0.0,0.0,0.1051784894261016
p,184,2004,11.989478809,0.0846865864981135,3.6115373650015,0.0,0.0,0.0872820965041448
p,184,2005,9.43775,0.08558747691331381,4.2422573650015,0.0,0.0,0.1252883250987692
p,184,2006,32.367464457362765,0.0852361681509761,5.342778045835547,0.0,0.0,0.0880256447020376
p,184,2007,24.492800247289004,0.0846865864981135,5.331047154308882,0.0,0.0,0.1038181264634893
p,184,2008,13.992487957173914,0.0846865864981135,5.33463938903475,0.0,0.0,0.0821832872197578
p,184,2009,30.197532715000005,0.0846865864981135,5.33463938903475,0.0,0.0,0.0864289082051493
p,184,2010,2.310858260869565,0.0846865864981135,4.91117938903475,0.0,0.0,0.0778983061197559
p,184,2011,1.573059352173913,0.0852361681509761,5.00679938903475,0.0,0.0,0.1052700960587934
p,184,2012,8.621091085565217,0.0852361681509761,3.24730372089103,0.0,0.0,0.0878222441864152
p,184,2013,39.05347605013044,0.0852361681509761,3.6330637208910304,0.0,0.0,0.1001011445145554
p,184,2014,33.63317852478261,0.07904928397479241,3.439896962129707,0.0,0.0,0.0875097122807514
p,184,2015,31.94892343891304,0.09537984772981861,3.545996962129707,0.0,0.0,0.1082380873971185
p,184,2016,29.42016678110867,0.09556753323298531,3.547418888375364,0.0,0.0,0.0845763667529039
p,184,2017,29.88795148871735,0.0955261461733127,3.5508041758049242,0.0,0.0,0.1120054545286727
p,184,2018,33.81019022823913,0.085671213522419,3.280846977966716,0.0,0.0,0.0942871731309419
p,184,2019,15.254588106326086,0.085671213522419,3.1319483669222024,0.0,0.0,0.110385741569248
p,184,2020,60.24965392265217,0.085671213522419,3.366998366922202,2.03,0.0,0.1918243439709402
p,184,2021,70.59378292702173,0.085671213522419,3.137528366922202,3.3,0.0,0.1117297410738944
p,184,2022,47.49870678163043,0.085671213522419,3.2226483669222024,2.094,0.0,0.1416562236485996
p,185,1990,38.291,0.875,5.021,0.0,0.0,5.724
p,185,1991,35.38,0.875,5.021,0.0,0.0,5.237
p,185,1992,32.468,0.875,5.021,0.0,0.0,6.018
p,185,1993,29.15,0.875,5.647,0.0,0.0,5.159
p,185,1994,48.045,0.875,10.357,0.0,0.0,5.024
p,185,1995,61.426,0.875,12.52,0.0,0.0,5.453
p,185,1996,73.639,0.8214632182625319,8.462167614313284,0.0,0.0,2.0040685472701782
p,185,1997,84.10600000000001,0.8214632182625319,8.855321287309577,0.0,0.0,2.1229025077536607
p,185,1998,85.499,0.8214632182625319,8.287032926600896,0.0,0.0,1.8131325888643612
p,185,1999,86.34800000000001,0.8214632182625319,10.20687978575407,0.0,0.0,1.6613361619434168
p,185,2000,76.355611099,0.8214632182625319,6.8503123560662464,0.0,0.0,1.9484276629881636
p,185,2001,61.031802603,2.0550039458444442,7.080219783963077,0.0,0.0,1.5534409357585086
p,185,2002,79.270433595,2.0550039458444442,8.074825206371356,0.0,0.0,1.8933299793762808
p,185,2003,90.36388096544266,2.0417537905442207,7.364056295120128,0.0,0.0,1.817443473418028
p,185,2004,110.318575037,2.0417537905442207,7.302807763198414,0.0,0.0,1.6293369744758386
p,185,2005,147.174125,2.063473834959298,9.0893308616406,0.393,0.0,2.1458418504794845
p,185,2006,151.47320427444842,2.0550039458444442,9.304553800078729,0.0,0.0,1.4515436662346088
p,185,2007,128.07098782536008,2.0417537905442207,9.176033751356307,0.0,0.0,1.7828281456651542
p,185,2008,152.59691207191307,2.0417537905442207,9.27329149961452,0.0,0.0,1.3986207809329498
p,185,2009,180.8687083963478,2.0417537905442207,8.765595695788413,0.0,0.0,1.4604714362250897
p,185,2010,172.92613096850002,2.0417537905442207,7.788865695788413,0.04,0.0,1.3386136952300705
p,185,2011,156.06369209080435,2.0550039458444442,8.87781868391426,0.0,0.0,1.61364451782697
p,185,2012,149.8283947588696,2.0550039458444442,8.356367603013883,0.596,0.0,1.39740420069611
p,185,2013,152.1974703825652,2.0550039458444442,9.255088210565345,0.515,0.0,1.5813569166327672
p,185,2014,125.72736301767392,1.9058410767203882,7.429540490728176,0.277,0.0,1.416866158069292
p,185,2015,152.24649005686953,2.2995632920949762,6.77374681270154,0.5,0.0,1.6993001898078803
p,185,2016,141.35864535195654,2.3040883013481173,9.336205083722586,0.631,0.0,1.3235027969350823
p,185,2017,151.28048731356523,2.30309047879486,9.538754767264411,0.509,0.0,1.5825944364799298
p,185,2018,161.78604472330431,2.0654926852414683,11.558222487374287,3.22,0.0,1.3962011855574996
p,185,2019,185.48050085686955,2.0654926852414683,11.557662344111174,0.0,0.0,1.5932514657114658
p,185,2020,235.2951747855,2.0654926852414683,11.928346613357315,0.0,0.0,2.8093761212658817
p,185,2021,140.31898563019564,2.0654926852414683,11.775416613357315,0.255,0.0,1.690989639658902
p,185,2022,245.0763324749348,2.0654926852414683,11.753306613357314,73.8511,0.0,2.2253174486215794
p,186,1990,0.0,0.394,1.173,0.0,0.0119412864039869,1.92
p,186,1991,0.0,0.394,1.173,0.0,0.0119412864039869,1.626
p,186,1992,0.0,0.394,1.173,0.0,0.0119412864039869,1.97
p,186,1993,0.0,0.394,1.303,0.0,0.0119412864039869,1.842
p,186,1994,0.0,0.394,2.211,0.0,0.0119412864039869,1.714
p,186,1995,0.0,0.394,4.74,0.0,0.0119412864039869,1.828
p,186,1996,0.0,0.3721955167414781,2.415956380035288,0.0,0.0119412864039869,0.5535513745298594
p,186,1997,0.0,0.3721955167414781,2.8010397728340353,0.0,0.0119412864039869,0.6662224809279373
p,186,1998,1.054,0.3721955167414781,3.569169847846908,0.0,0.0119412864039869,0.5408350334934812
p,186,1999,0.0,0.3721955167414781,3.5446912293147657,0.0,0.0119412864039869,0.5228285910807985
p,186,2000,0.0,0.3721955167414781,3.1457825334308245,0.0,0.0119412864039869,0.6455521108856278
p,186,2001,0.0,0.9310986037172833,3.521271229314766,0.0,0.0119412864039869,0.4650857541145299
p,186,2002,0.0,0.9310986037172833,2.646630477355609,0.0,0.0119412864039869,0.5498042313773035
p,186,2003,0.0,0.9250951110602382,2.646630477355609,0.0,0.0119412864039869,0.5398071438101331
p,186,2004,0.0,0.9250951110602382,2.646630477355609,0.0,0.0119412864039869,0.5332822183586206
p,186,2005,0.0,0.9349362128588264,2.8040666673915142,0.0,0.0119412864039869,0.6769781035790794
p,186,2006,0.0,0.9310986037172833,2.9390308290082636,0.0,0.0119412864039869,0.4982724567032884
p,186,2007,0.0,0.9250951110602382,2.964170829008263,0.0,0.0119412864039869,0.5985407032899495
p,186,2008,0.0,0.9250951110602382,2.9390308290082636,0.0,0.0119412864039869,0.4645351884669671
p,186,2009,0.0,0.9250951110602382,3.073560829008263,0.0,0.0119412864039869,0.5134942868907264
p,186,2010,0.0,0.9250951110602382,2.908130829008263,0.0,0.0119412864039869,0.5129699679195028
p,186,2011,0.0,0.9310986037172833,3.017870829008263,0.0,0.0119412864039869,0.5926210061687194
p,186,2012,0.0,0.9310986037172833,2.817380829008263,0.0,0.0119412864039869,0.5447676189754999
p,186,2013,0.0,0.9310986037172833,3.017870829008263,0.0,0.0119412864039869,0.5430636921305092
p,186,2014,0.0,0.8635146268355253,2.865820277294352,0.0,0.0119412864039869,0.5217105805393317
p,186,2015,0.0,1.0419056249302334,2.777540187257206,0.0,0.0119412864039869,0.5461741283838366
p,186,2016,0.0,1.043955854471606,2.9011389270988666,0.0,0.0119412864039869,0.4756711223058352
p,186,2017,0.0,1.0435037525727393,2.9026232987434213,0.0,0.0119412864039869,0.6167114224355241
p,186,2018,0.0,0.9358509306542085,2.9106076384201764,0.0,0.0119412864039869,0.5318261502520444
p,186,2019,0.0,0.9358509306542085,2.886547641164242,0.0,0.0119412864039869,0.6284180407100808
p,186,2020,0.0,0.9358509306542085,2.8175660341292827,0.0,0.0119412864039869,0.944828230597172
p,186,2021,8.868891874434784,0.9358509306542085,2.7689626964441443,0.0,0.0119412864039869,0.6198363876043366
p,186,2022,7.740896668304347,0.9358509306542085,2.768617868347301,0.0,0.0119412864039869,0.7685768513667761
p,187,1990,6.501,0.054,0.335,0.0,0.0,0.475
p,187,1991,6.675,0.054,0.335,0.0,0.0,0.386
p,187,1992,6.849,0.054,0.335,0.0,0.0,0.416
p,187,1993,7.777,0.054,0.356,0.0,0.0,0.426
p,187,1994,8.529,0.054,0.408,0.0,0.0,0.377
p,187,1995,12.398,0.054,0.403,0.0,0.0,0.41
p,187,1996,14.362,0.0543266801871561,0.405872720328011,0.0,0.0,0.1615632920192879
p,187,1997,15.105,0.0543266801871561,0.38474499606089263,0.0,0.0,0.1893100905748654
p,187,1998,29.579,0.0543266801871561,0.3716590590466654,0.0,0.0,0.1512918687823431
p,187,1999,21.852,0.0543266801871561,0.3710166590466654,0.0,0.0,0.1354537425998058
p,187,2000,17.500089697,0.0543266801871561,0.3669549206885063,0.0,0.0,0.1659356595349973
p,187,2001,27.048340074,0.15348907365900988,0.41299416122364047,0.0,0.0,0.0880081724653944
p,187,2002,23.599796445000003,0.15348907365900988,0.3861832287781975,0.0,0.0,0.122110127458948
p,187,2003,25.127291123811133,0.15491914598573478,0.1832316832564657,0.0,0.0,0.1362955841991849
p,187,2004,14.688061124,0.15348907365900988,0.18333092953260338,0.0,0.0,0.1637007573678298
p,187,2005,37.8665,0.15611890703886738,0.1737475932154643,0.0,0.0,0.2199723931500714
p,187,2006,36.958960123369565,0.15348907365900988,0.3546107680667271,0.0,0.0,0.1455039026382638
p,187,2007,13.458581854244676,0.15491914598573478,0.3405102480667271,0.0,0.0,0.1575226773898111
p,187,2008,43.84611714195652,0.15348907365900988,0.3329559841440452,0.0,0.0,0.1057376446717619
p,187,2009,28.575018920434783,0.15491914598573478,0.3257967192308753,0.0,0.0,0.117584248162194
p,187,2010,51.88816937173912,0.15348907365900988,0.3144385506724435,0.0,0.0,0.1223754284139935
p,187,2011,19.927415460717388,0.15348907365900988,0.3254011434234453,0.0,0.0,0.1560958117184547
p,187,2012,102.1732649764565,0.15348907365900988,0.314687369469723,0.0,0.0,0.1411560433698503
p,187,2013,48.94400086597825,0.15348907365900988,0.0979,0.0,0.0,0.1326118182743646
p,187,2014,89.34849830615217,0.1446890405773281,0.0992099999999999,0.0,0.0,0.1389904693141385
p,187,2015,105.4759885193478,0.1639173538842286,0.09461,0.0,0.0,0.1406870139021751
p,187,2016,89.56937304586957,0.1642119380713816,0.09461,0.0,0.0,0.1124382469089852
p,187,2017,129.73797004865216,0.16565807862649667,0.09461,0.0,0.0,0.1568933774399606
p,187,2018,92.07713178456522,0.15338730821253868,0.2976523682492261,0.0,0.0,0.119790991425118
p,187,2019,190.4080636921304,0.15338730821253868,0.3029330733806386,0.0,0.0,0.152149104960754
p,187,2020,103.03215381026088,0.15338730821253868,0.31394187228036763,0.0,0.0,0.228094351673056
p,187,2021,209.22018720743475,0.15338730821253868,0.24402484525066892,0.0,0.0,0.1523526507779973
p,187,2022,113.8249421284565,0.15338730821253868,0.2377992596401477,0.0,0.0,0.1843114434831718
p,188,1990,0.0,0.069,0.371,0.0,0.0,0.419
p,188,1991,0.0,0.069,0.371,0.0,0.0,0.365
p,188,1992,0.0,0.069,0.371,0.0,0.0,0.385
p,188,1993,0.0,0.069,0.395,0.0,0.0,0.379
p,188,1994,0.0,0.069,0.621,0.0,0.0,0.323
p,188,1995,0.0,0.069,0.609,0.0,0.0,0.38
p,188,1996,0.0,0.0679470324655788,0.6553612489629967,0.0,0.0,0.1591623888666729
p,188,1997,0.0,0.0679470324655788,0.7556832805177915,0.0,0.0,0.1763146116366139
p,188,1998,0.0,0.0679470324655788,0.7299714501042607,0.0,0.0,0.140446885887323
p,188,1999,0.0,0.0679470324655788,0.7299714501042607,0.0,0.0,0.1410224014676638
p,188,2000,0.0,0.0679470324655788,0.7007681466229194,0.0,0.0,0.14783611473055
p,188,2001,22.155150203,0.19197063091453132,0.445708267008722,0.0,0.0,0.0993980479458044
p,188,2002,6.0780213000000005,0.19197063091453132,0.5404163303911089,0.0,0.0,0.1134855009507927
p,188,2003,9.203933395069305,0.19375923957748212,0.5997234142258162,0.0,0.0,0.1450755875598386
p,188,2004,6.085281037000001,0.19197063091453132,0.5997234142258162,0.0,0.0,0.1977693514169226
p,188,2005,18.109,0.1952597951598827,0.5872941359800894,0.0,0.0,0.2253506017169378
p,188,2006,8.208057255163045,0.19197063091453132,0.616526185225969,0.0,0.0,0.1696469492483839
p,188,2007,2.9439786507829635,0.19375923957748212,0.6107141566290668,0.0,0.0,0.171943998004134
p,188,2008,5.978363324543478,0.19197063091453132,0.5913545647365637,0.0,0.0,0.1134267222721129
p,188,2009,18.049023998478265,0.19375923957748212,0.5766702824899662,0.0,0.0,0.1327062010967081
p,188,2010,10.943793209130437,0.19197063091453132,0.544550282489966,0.0,0.0,0.129481445602371
p,188,2011,40.77409280791304,0.19197063091453132,0.5766702824899662,0.0,0.0,0.1465445465162214
p,188,2012,68.38564269658696,0.19197063091453132,0.544550282489966,0.0,0.0,0.1287676161398724
p,188,2013,19.84257538702174,0.19197063091453132,0.5766702824899662,0.0,0.0,0.1168529948234397
p,188,2014,77.49076923736956,0.1809643236739766,0.575562034773242,0.0,0.0,0.1200532118645895
p,188,2015,23.25167071043478,0.2050134064454868,0.5821320347732418,0.0,0.0,0.1270630413890293
p,188,2016,50.5856308240435,0.205381846432237,0.5810237870565174,0.0,0.0,0.1102566872900035
p,188,2017,59.95964252458694,0.20719055182173782,0.5836137870565175,0.0,0.0,0.1559462119808576
p,188,2018,45.87979472145652,0.1918433516463813,0.5745294968572261,0.0,0.0,0.1142464573100324
p,188,2019,50.41592003386956,0.1918433516463813,0.5744637870565175,0.0,0.0,0.1366598990852413
p,188,2020,100.52165943632608,0.1918433516463813,0.5744637870565175,0.0,0.0,0.1818304338402623
p,188,2021,17.64884949247826,0.1918433516463813,0.5744637870565175,0.0,0.0,0.1322215149266044
p,188,2022,70.40191027636956,0.1918433516463813,0.5744637870565175,0.0,0.0,0.1327149909177817
p,189,1990,4.729,0.526,1.044,0.0,0.0,1.544
p,189,1991,4.856,0.526,1.044,0.0,0.0,1.42
p,189,1992,4.982,0.526,1.044,0.0,0.0,1.545
p,189,1993,5.657,0.526,1.437,0.0,0.0,1.459
p,189,1994,6.204,0.526,2.08,0.0,0.0,1.167
p,189,1995,9.018,0.526,2.309,0.0,0.0,1.423
p,189,1996,10.447,0.5185701065432878,2.5346096205866395,0.0,0.0,1.1600136123689702
p,189,1997,10.988,0.5185701065432878,2.5346096205866395,0.0,0.0,1.2804643391289847
p,189,1998,9.954,0.5185701065432878,2.09021444594859,0.0,0.0,1.035347548346491
p,189,1999,15.896,0.5185701065432878,1.9974523014891044,0.0,0.0,0.9091048938576112
p,189,2000,6.574335724,0.5185701065432878,2.069902460779029,0.0,0.0,1.1029425749050068
p,189,2001,10.395871185,1.297274900996059,0.883051580601333,0.0,0.0,0.7806317131988741
p,189,2002,6.567663465000001,1.297274900996059,1.479954799307809,0.0,0.0,1.0130398971102197
p,189,2003,11.826503596229884,1.2889103944752622,1.1849674747904342,0.0,0.0,1.1091792408790118
p,189,2004,29.911422046,1.2889103944752622,1.1878825526733416,0.0,0.0,1.2570559545262008
p,189,2005,8.7675,1.3026217396652202,1.4200476525272698,0.0,0.0,1.504541610116954
p,189,2006,27.472885495923904,1.297274900996059,1.5576620284796912,0.0,0.0,1.12571327144551
p,189,2007,43.48062175868465,1.2889103944752622,1.574422028479691,0.0,0.0,1.2543200666471073
p,189,2008,21.166714991086963,1.2889103944752622,1.516612028479691,0.0,0.0,0.878278776937499
p,189,2009,13.39157738228261,1.2889103944752622,1.501492028479691,0.0,0.0,1.100640958521943
p,189,2010,45.58035560826087,1.2889103944752622,1.360122028479691,0.0,0.0,0.8877522662211831
p,189,2011,0.6657378782608695,1.297274900996059,1.476852028479691,0.0,0.0,1.0142338367358614
p,189,2012,16.429750714891302,1.297274900996059,1.8359259756128181,0.0,0.0,0.8480782600927972
p,189,2013,44.30447369902173,1.297274900996059,1.7197459756128182,0.0,0.0,0.7622073122439714
p,189,2014,19.588342171304344,1.2031119449265602,1.7197459756128182,0.0,0.0,0.8605928207922467
p,189,2015,54.67336026763043,1.4516593742406838,1.733545975612818,0.0,0.0,0.9202017392715416
p,189,2016,19.16135093797822,1.4545159044885918,1.6869066569728084,0.0,0.0,0.7490457526347858
p,189,2017,45.5306480993478,1.4538860029467455,1.7291320344964989,0.0,0.0,1.1711020261961402
p,189,2018,12.199060966630432,1.3038961916219791,1.7150918342645758,0.0,0.0,0.8503015019944506
p,189,2019,22.3101756045,1.3038961916219791,1.7148520344964988,0.0,0.0,0.9986301391396776
p,189,2020,22.79736484565217,1.3038961916219791,1.5988982756524366,0.0,0.0,1.1601028382739516
p,189,2021,68.39879719597826,1.3038961916219791,1.594721457250583,0.0,0.0,0.8532188149330227
p,189,2022,15.895286890891304,1.3038961916219791,1.5991057467337302,0.0,0.0,1.1720057342375485
p,190,1990,3.084,0.74,1.4,0.0,0.0,3.272
p,190,1991,3.166,0.74,1.4,0.0,0.0,3.204
p,190,1992,3.248,0.74,1.4,0.0,0.0,3.559
p,190,1993,3.689,0.74,1.533,0.0,0.0,3.774
p,190,1994,4.046,0.74,1.544,0.0,0.0,2.537
p,190,1995,5.88,0.74,1.577,0.0,0.0,3.196
p,190,1996,6.811,0.72547770016432,1.618539128924147,0.0,0.0,2.020255975660937
p,190,1997,7.164,0.72547770016432,1.601857305507834,0.0,0.0,2.4246296577931443
p,190,1998,9.812,0.72547770016432,1.607043951794095,0.0,0.0,1.9640572361139568
p,190,1999,10.364,0.72547770016432,1.4538075597672697,0.0,0.0,1.9210063501709496
p,190,2000,18.686256795,0.72547770016432,1.682213568304432,0.0,0.0,2.6530336263334613
p,190,2001,25.011857488,2.0496908659774147,1.3870791644931868,0.0,0.0,1.4857547637246908
p,190,2002,38.751045975,2.0496908659774147,1.0089378447412725,0.0,0.0,2.049366320070489
p,190,2003,14.05877724148526,2.0687880311104005,0.9668597998016925,0.0,0.0,1.8877165005462089
p,190,2004,21.459691902,2.0496908659774147,1.0706578121698636,0.0,0.0,2.3657208367860427
p,190,2005,45.9235,2.0848096228324557,0.8104737462756281,0.0,0.0,2.634724700942221
p,190,2006,79.6944095315299,2.0496908659774147,1.2398143725568995,0.0,0.0,2.2247469157086885
p,190,2007,49.893844871413776,2.0687880311104005,1.229681904957423,0.0,0.0,2.6538737203723843
p,190,2008,37.3311648929348,2.0496908659774147,1.1966674634618863,0.0,0.0,1.65566559481741
p,190,2009,45.45473549586957,2.0687880311104005,1.1594510940055716,0.0,0.0,1.976956977673606
p,190,2010,36.48742692819565,2.0496908659774147,1.183103328033349,0.0,0.0,1.931060248605875
p,190,2011,36.83150912713043,2.0496908659774147,1.208618656677401,0.0,0.0,2.193579815690934
p,190,2012,12.775300539391305,2.0496908659774147,1.116230604390657,0.0,0.0,1.6978613882125242
p,190,2013,37.10415743158696,2.0496908659774147,1.1429812849638976,0.0,0.0,1.5603839441393486
p,190,2014,13.990803643239127,1.9321753516946607,1.67657055038579,0.0,0.0,1.7115105698392712
p,190,2015,53.872378628021735,2.188949969025816,1.681825735851462,0.0,0.0,1.9073608069592212
p,190,2016,51.01153851913041,2.1928838419932846,1.6848511230573764,0.0,0.0,1.5534312163046695
p,190,2017,90.21290554434786,2.212195582015406,1.5670001919914438,0.0,0.0,2.7261297931006103
p,190,2018,23.836022838847825,2.0483318916795623,1.363188420496982,0.0,0.0,1.86258790178386
p,190,2019,42.91326834026087,2.0483318916795623,1.335774654192568,0.0,0.0,2.1206517375773912
p,190,2020,47.012469832108685,2.0483318916795623,1.2923717393460594,0.0,0.0,2.7640258753954763
p,190,2021,76.01610407034784,2.0483318916795623,1.2865968780083112,0.0,0.0,1.9233263793491688
p,190,2022,52.86631220739129,2.0483318916795623,1.2624335603496726,0.0,0.0,2.5662519540469084
p,191,1990,2.332,0.232,0.745,0.0,0.0,2.727
p,191,1991,2.394,0.232,0.745,0.0,0.0,2.598
p,191,1992,2.456,0.232,0.745,0.0,0.0,2.961
p,191,1993,2.789,0.232,0.471,0.0,0.0,3.011
p,191,1994,3.059,0.232,1.589,0.0,0.0,2.174
p,191,1995,4.447,0.232,1.586,0.0,0.0,2.754
p,191,1996,5.152,0.2109041767190391,1.5799719147865414,0.0,0.0,1.6801692153330572
p,191,1997,5.418,0.2109041767190391,1.5799719147865414,0.0,0.0,2.035442540686664
p,191,1998,6.516,0.2109041767190391,1.533562287541057,0.0,0.0,1.6650297922368442
p,191,1999,7.838,0.2109041767190391,1.555753482732421,0.0,0.0,1.6190349135872983
p,191,2000,7.094085913,0.2109041767190391,1.5111236184451298,0.0,0.0,2.3794302771151155
p,191,2001,2.422524111,0.5958671982882291,1.5613374827324211,0.0,0.0,1.429558376324532
p,191,2002,6.24958632,0.5958671982882291,1.1393406664524302,0.0,0.0,1.8850355437430404
p,191,2003,7.85716500519163,0.601418949760573,0.9659728390863835,0.0,0.0,1.836710241450652
p,191,2004,2.961815549,0.5958671982882291,0.9621752440594928,0.0,0.0,1.8812417586323544
p,191,2005,5.789875,0.6060765989358727,0.9583776490326021,0.0,0.0,2.108388831106962
p,191,2006,7.401387942871466,0.5958671982882291,0.9705997618471901,0.0,0.0,1.9242259618252429
p,191,2007,11.253758369325723,0.601418949760573,0.9903006096714092,0.0,0.0,2.353193150178648
p,191,2008,0.0,0.5958671982882291,0.9862639704608416,0.0,0.0,1.4595373271909606
p,191,2009,9.517675707913044,0.601418949760573,0.9862639704608416,0.0,0.0,1.6820951599920693
p,191,2010,18.583846092478264,0.5958671982882291,0.8934939704608413,0.0,0.0,1.6942572546745212
p,191,2011,0.0202398782608695,0.5958671982882291,0.9858960974229917,0.0,0.0,1.9769552821507268
p,191,2012,11.89029862323913,0.5958671982882291,0.8924020898502327,0.0,0.0,1.5642422394987845
p,191,2013,9.81228164941304,0.5958671982882291,0.985172089850233,0.0,0.0,1.6016940890597036
p,191,2014,9.708927198391304,0.5617041733104728,0.989805787619305,0.0,0.0,1.6937666072873292
p,191,2015,41.98353734836956,0.6363513185753207,1.1133657876193048,0.0,0.0,1.860832982938856
p,191,2016,5.68212829565217,0.6374949377924701,1.135915787619305,0.0,0.0,1.483430952533536
p,191,2017,10.39816893645652,0.6431090684948402,0.9898057876193049,0.0,0.0,2.0697257720190665
p,191,2018,27.0721792905,0.5954721298313955,0.9899418770971397,0.0,0.0,1.5792460236935972
p,191,2019,0.0,0.5954721298313955,0.9898057876193049,0.0,0.0,1.7930829459686568
p,191,2020,0.0,0.5954721298313955,0.992045787619305,0.0,0.0,2.5029820052198457
p,191,2021,10.029728447152172,0.5954721298313955,0.992045787619305,0.0,0.0,1.7845928126529584
p,191,2022,17.208793632586957,0.5954721298313955,0.992045787619305,0.0,0.0,2.39330691057906
p,192,1990,5.819,0.085,0.457,0.0,0.0,0.659
p,192,1991,5.975,0.085,0.457,0.0,0.0,0.603
p,192,1992,6.13,0.085,0.457,0.0,0.0,0.601
p,192,1993,6.961,0.085,0.486,0.0,0.0,0.583
p,192,1994,7.635,0.085,0.442,0.0,0.0,0.496
p,192,1995,11.098,0.085,0.433,0.0,0.0,0.602
p,192,1996,12.856,0.0851203356811027,0.4646387510370031,0.0,0.0,0.2562952336459946
p,192,1997,13.52,0.0851203356811027,0.5903167194822084,0.0,0.0,0.2957011443216956
p,192,1998,9.871,0.0851203356811027,0.587851349895739,0.0,0.0,0.2363967568454558
p,192,1999,19.56,0.0851203356811027,0.587851349895739,0.0,0.0,0.2451541071570151
p,192,2000,16.365255951,0.0851203356811027,0.5676318533770806,0.0,0.0,0.2815529446654376
p,192,2001,6.530005936999999,0.2404903341825264,0.2803497329912778,0.0,0.0,0.1710055015292516
p,192,2002,6.0818936400000005,0.2404903341825264,0.3642436696088909,0.0,0.0,0.2122178877351924
p,192,2003,23.581134614287176,0.24273100554473231,0.3809265857741836,0.0,0.0,0.2483155771666589
p,192,2004,25.705873633,0.2404903341825264,0.3809265857741836,0.0,0.0,0.3587265610664358
p,192,2005,7.343,0.2446108197212646,0.3653558640199104,0.0,0.0,0.3917265792543138
p,192,2006,31.30131619239132,0.2404903341825264,0.4060851857440308,0.0,0.0,0.3020138953575213
p,192,2007,11.28075972033813,0.24273100554473231,0.3988041933709333,0.0,0.0,0.3360383655329406
p,192,2008,41.84749712080436,0.2404903341825264,0.378673085263436,0.0,0.0,0.2045449088163415
p,192,2009,33.49300504623913,0.24273100554473231,0.3602774175100335,0.0,0.0,0.2345492504032585
p,192,2010,32.024399441456524,0.2404903341825264,0.3602774175100335,0.0,0.0,0.2459505065942052
p,192,2011,31.829443539260858,0.2404903341825264,0.3602774175100335,0.0,0.0,0.2837091858889948
p,192,2012,9.63160490021739,0.2404903341825264,0.3602774175100335,0.0,0.0,0.2260632126537728
p,192,2013,56.63269967008696,0.2404903341825264,0.3602774175100335,0.0,0.0,0.2136796363379153
